"Site","months","monthly","Temp_avg","Temp_min","Temp_max","Rain_sum","Pressure_avg","RH_avg","DP_avg","WS_avg","WD_avg","GS_max","SR_avg"
"Nonda","Apr","mean",-4.06,-6.68,-1.17,0.18,822.97,70.8,-9.17,4.51,13.54,14.49,200.48
"Nonda","Apr","max",9.58,6.22,13.32,3,841.25,100,-0.24,13.57,89.95,35.8,318.27
"Nonda","Apr","min",-18.26,-21.79,-16.01,0,807.09,26.17,-20.8,0,271.48,0,60.82
"Nonda","Apr","obs_na",180,180,180,210,180,180,180,150,210,150,150
"Nonda","May","mean",2.78,0.07,5.91,0.64,826.62,67.8,-3.59,4.29,9.06,14.07,244.73
"Nonda","May","max",14.16,11.38,18.66,10.8,838.64,100,5.35,15.65,88.96,39.7,380.31
"Nonda","May","min",-10.81,-14.1,-8.38,0,813.01,25.4,-11.6,0,270.78,0,38.64
"Nonda","May","obs_na",192,191,192,217,186,192,192,155,217,155,155
"Nonda","Jun","mean",6.8,3.95,10.27,2.53,826.21,73.18,1.71,4.4,20.3,14.72,220.87
"Nonda","Jun","max",13.96,11.38,19,38.2,839.5,100,7.5,10.36,89.95,28.2,391.04
"Nonda","Jun","min",0.37,-3.85,1.17,0,814.11,35.9,-5.67,0,274.88,0,51.19
"Nonda","Jun","obs_na",189,188,190,204,180,189,189,150,210,150,150
"Nonda","Jul","mean",9.72,6.88,12.94,2.44,829.84,72.98,4.6,4.45,16.88,15.35,215.15
"Nonda","Jul","max",19.58,16.38,24,29.4,842.09,100,12,11.5,88.26,32.28,365.41
"Nonda","Jul","min",0.84,-1.05,3.31,0,814.26,37.35,-1.4,0.82,270.71,6.31,32.91
"Nonda","Jul","obs_na",184,184,183,167,167,184,184,153,218,153,154
"Nonda","Aug","mean",8.73,6.16,11.75,1.69,828.34,72.09,3.4,4.9,30.2,15.5,172.75
"Nonda","Aug","max",20.24,18.08,24.51,35.6,842.85,100,10,13.59,89.36,32.47,322.13
"Nonda","Aug","min",-0.57,-1.97,-0.16,0,814.29,31.98,-4.24,0.27,270.26,5.01,37.23
"Nonda","Aug","obs_na",166,166,165,152,152,166,166,152,213,152,152
"Nonda","Sep","mean",3.49,1.07,6.23,1.23,825.54,75.71,-0.92,4.58,19.43,15.51,116.02
"Nonda","Sep","max",18.7,15.72,22.9,37.2,837.88,100,5.8,14.06,89.73,36.51,236.76
"Nonda","Sep","min",-8.61,-11.47,-6.81,0,802.95,28.06,-11.44,0,270.15,0,12.85
"Nonda","Sep","obs_na",131,131,130,154,130,131,131,130,210,130,131
"Nonda","Oct","mean",-2.67,-4.87,-0.37,0.5,821.54,78.89,-6.23,4.47,21.54,16.22,62.29
"Nonda","Oct","max",12.74,10.99,15.62,22.2,839.08,100,4.48,18.3,89.55,46.94,152.28
"Nonda","Oct","min",-15.75,-18.76,-14.1,0,799.65,26.68,-17.61,0,270.49,0,9.62
"Nonda","Oct","obs_na",142,142,142,186,177,142,142,146,217,146,124
"Nonda","Nov","mean",-7.83,-10.49,-5.3,0.06,816.31,74.03,-12.23,4.17,18.98,17.04,27.18
"Nonda","Nov","max",3.58,2.89,4.6,3.6,834.44,100,-0.02,13.01,85.67,42.49,69.05
"Nonda","Nov","min",-27.17,-29.09,-25.2,0,796.09,13.5,-29.5,0,280.38,0,5.56
"Nonda","Nov","obs_na",150,150,150,180,180,150,150,150,210,150,120
"Nonda","Dec","mean",-12.63,-15.89,-9.38,0.1,820.66,72.75,-17.16,5.48,13.58,17.41,13.66
"Nonda","Dec","max",3.31,-1.51,4.99,11,846.9,97.49,-3.33,19.4,89.85,43.6,27.3
"Nonda","Dec","min",-37.09,-39.58,-33.73,0,799.96,19.13,-40.4,0,270.49,0,4.5
"Nonda","Dec","obs_na",155,155,155,186,186,155,155,155,217,155,124
"Northern Dancer","Jan","mean",-11.67,-13.96,-9.36,0.07,NA,85.96,-13.59,2.33,NA,8.05,19.26
"Northern Dancer","Jan","max",1.72,0.44,3.46,1.6,-Inf,94.62,-1.69,8.77,-Inf,22.65,49.15
"Northern Dancer","Jan","min",-28.7,-30.76,-24.54,0,Inf,74.99,-31.18,0,Inf,0,4.88
"Northern Dancer","Jan","obs_na",0,0,0,0,31,0,0,0,31,0,0
"Northern Dancer","Feb","mean",-14.31,-16.8,-12.11,0,NA,75.88,-18.05,1.8,NA,11.61,56.29
"Northern Dancer","Feb","max",-7.95,-11.01,-6.42,0,-Inf,90.88,-9.18,5.22,-Inf,23.65,96.4
"Northern Dancer","Feb","min",-27.75,-29.06,-26.49,0,Inf,37.19,-30.29,0.15,Inf,4.03,11.6
"Northern Dancer","Feb","obs_na",0,0,0,0,28,0,0,0,28,0,0
"Northern Dancer","Mar","mean",-10.03,-12.36,-7.36,0.07,NA,78.37,-13.29,2.62,NA,10.52,126.05
"Northern Dancer","Mar","max",0.63,-0.93,3.14,1,-Inf,91.54,-4.46,7.55,-Inf,23.65,229.42
"Northern Dancer","Mar","min",-20,-23.57,-16.12,0,Inf,41.13,-22.7,0.67,Inf,5.03,51.5
"Northern Dancer","Mar","obs_na",0,0,0,0,31,0,0,10,31,10,0
"Northern Dancer","Apr","mean",-6.31,-8.7,-3.6,0.73,NA,79.97,-9.34,NA,NA,NA,194.15
"Northern Dancer","Apr","max",-0.82,-3.54,2.1,4.6,-Inf,94.78,-1.55,-Inf,-Inf,-Inf,293.53
"Northern Dancer","Apr","min",-16.38,-19.42,-15.02,0,Inf,58.03,-19.64,Inf,Inf,Inf,110.57
"Northern Dancer","Apr","obs_na",0,0,0,0,30,0,0,30,30,30,0
"Northern Dancer","May","mean",2.35,-0.33,5.49,1.3,NA,73.3,-2.35,NA,NA,NA,234.97
"Northern Dancer","May","max",10.32,7.07,14.05,5.4,-Inf,92.71,1.3,-Inf,-Inf,-Inf,359.67
"Northern Dancer","May","min",-4.94,-7.48,-1.21,0,Inf,38.46,-7.88,Inf,Inf,Inf,105.46
"Northern Dancer","May","obs_na",0,0,0,0,31,0,0,31,31,31,0
"Northern Dancer","Jun","mean",5.65,2.49,9.49,2.07,NA,74.99,1.08,NA,NA,NA,230.41
"Northern Dancer","Jun","max",16.64,12,20.51,23.4,-Inf,94.05,5.55,-Inf,-Inf,-Inf,400.46
"Northern Dancer","Jun","min",0.05,-1.7,2.26,0,Inf,42.8,-1.53,Inf,Inf,Inf,79.07
"Northern Dancer","Jun","obs_na",0,0,0,0,30,0,0,30,30,30,0
"Northern Dancer","Jul","mean",10,6.89,13.75,1.19,NA,72.4,4.76,NA,NA,NA,229.42
"Northern Dancer","Jul","max",17.19,15.37,22.23,10,-Inf,95.99,9.3,-Inf,-Inf,-Inf,396.77
"Northern Dancer","Jul","min",2.33,0.41,3.78,0,Inf,45.31,0.97,Inf,Inf,Inf,48.32
"Northern Dancer","Jul","obs_na",0,0,0,0,31,0,0,31,31,31,0
"Northern Dancer","Aug","mean",7.62,5.32,10.5,2.94,NA,82,4.55,NA,NA,NA,138.12
"Northern Dancer","Aug","max",17.08,14.75,21.25,11.2,-Inf,95.15,8.38,-Inf,-Inf,-Inf,273.22
"Northern Dancer","Aug","min",1.43,0.41,3.59,0,Inf,56.64,-1.01,Inf,Inf,Inf,26.3
"Northern Dancer","Aug","obs_na",0,0,0,0,17,0,0,17,17,17,0
"Northern Dancer","Sep","mean",3.9,1.9,6.09,2.24,NA,84.73,1.43,2.27,NA,10.52,82.17
"Northern Dancer","Sep","max",7.52,5.69,9.73,12.2,-Inf,96.18,5.48,4.93,-Inf,14.09,160.67
"Northern Dancer","Sep","min",-0.09,-2.89,3.04,0,Inf,62.66,-2.64,0.57,Inf,5.03,15.31
"Northern Dancer","Sep","obs_na",0,0,0,0,11,0,0,0,11,0,0
"Northern Dancer","Oct","mean",-3.23,-4.76,-1.56,0.63,NA,86.95,-5.31,3.15,NA,13.8,57.26
"Northern Dancer","Oct","max",5.39,2.69,8.22,10.6,-Inf,94.73,0.11,8.45,-Inf,23.15,147.75
"Northern Dancer","Oct","min",-7.56,-8.93,-6.29,0,Inf,48.84,-9.97,0.21,Inf,6.04,8.73
"Northern Dancer","Oct","obs_na",0,0,0,0,31,0,0,0,31,0,0
"Northern Dancer","Nov","mean",-13.64,-15.92,-11.54,0,NA,81.81,-16.27,2.33,NA,9.9,26.75
"Northern Dancer","Nov","max",-7.31,-8.56,-6.07,0,-Inf,91.34,-8.5,7.42,-Inf,25.16,71.23
"Northern Dancer","Nov","min",-22.8,-24.54,-21.17,0,Inf,36.45,-25.08,0,Inf,1.01,5.14
"Northern Dancer","Nov","obs_na",0,0,0,0,30,0,0,0,30,0,0
"Northern Dancer","Dec","mean",-9.1,-11.2,-6.93,0.01,NA,78.52,-12.52,2.12,NA,8.69,14.27
"Northern Dancer","Dec","max",1.73,1.04,2.98,0.2,-Inf,95.33,-2.13,10,-Inf,23.65,24.98
"Northern Dancer","Dec","min",-24.28,-25.44,-22.42,0,Inf,27.62,-31.28,0,Inf,0,3.68
"Northern Dancer","Dec","obs_na",0,0,0,0,31,0,0,0,31,0,0
"Pink Mountain","Jan","mean",-10.02,-12.81,-7.15,0.8,810.67,73.82,-14.37,5.71,15.27,18.11,30.63
"Pink Mountain","Jan","max",6.88,4.69,9.42,87.61,830.23,94.16,-1.23,14.13,77.27,36.17,77.17
"Pink Mountain","Jan","min",-36.65,-37.96,-36.46,0,787.1,15.83,-40.77,0,290.8,0,8.01
"Pink Mountain","Jan","obs_na",60,60,62,62,79,60,60,124,279,124,31
"Pink Mountain","Feb","mean",-11.07,-13.99,-8.19,0.28,812.57,71.65,-15.74,5,3.65,15.43,67.67
"Pink Mountain","Feb","max",5.48,3.74,7.43,33.8,828.84,93.63,-2.14,11.5,87.32,35.4,136.24
"Pink Mountain","Feb","min",-34.58,-36.46,-32.48,0,792.45,16.64,-38.58,0,270.44,0,16.75
"Pink Mountain","Feb","obs_na",42,42,42,56,84,42,42,112,254,112,28
"Pink Mountain","Mar","mean",-10.44,-13.43,-7.43,0.11,809.99,76.62,-14.04,4.5,10.63,13.31,132.98
"Pink Mountain","Mar","max",6.77,0.99,11.52,8.2,827.41,95.65,-1.79,13.69,77.57,31.22,240.88
"Pink Mountain","Mar","min",-30.3,-33.73,-28.05,0,787.07,22.58,-35.41,0,290.66,0,35.4
"Pink Mountain","Mar","obs_na",46,45,46,62,93,46,46,124,279,124,31
"Pink Mountain","Apr","mean",-3.96,-6.58,-1.12,0.21,814.49,74.44,-8.29,4.38,26.41,13.6,204.39
"Pink Mountain","Apr","max",8.74,6.61,13.02,5.6,831.2,98.41,1.08,9.96,89.5,33.12,322.7
"Pink Mountain","Apr","min",-18.74,-22.07,-16.74,0,796.44,31.56,-20.57,0,273.43,0,64.63
"Pink Mountain","Apr","obs_na",60,57,64,60,90,60,60,120,270,120,30
"Pink Mountain","May","mean",2.94,-0.14,6.04,0.99,818.89,66.98,-3.36,4.49,357.78,14.52,246.44
"Pink Mountain","May","max",13.94,12.24,17.77,25.8,832.4,99.22,5.11,10.12,70.6,28.93,404.05
"Pink Mountain","May","min",-10.28,-12.28,-8.38,0,804.61,32.33,-14.8,0,270.85,0,45.94
"Pink Mountain","May","obs_na",87,86,87,62,93,87,87,124,279,124,31
"Pink Mountain","Jun","mean",7.41,4.43,10.72,3.19,818.36,70.39,1.76,4.37,19.36,14.71,242.36
"Pink Mountain","Jun","max",20.37,16.99,23.28,45.6,831.77,99.65,8.24,12.18,86.5,29.69,421.35
"Pink Mountain","Jun","min",-4.29,-5.51,-2.28,0,801.74,33.83,-5.9,0.1,284.17,6.09,26.97
"Pink Mountain","Jun","obs_na",90,90,90,60,90,90,90,120,270,120,30
"Pink Mountain","Jul","mean",10.43,7.3,13.66,2.12,821.85,69.93,4.59,4,359.16,13.62,243.13
"Pink Mountain","Jul","max",21.64,19.22,25.48,40.4,833.88,100,10.32,9.03,76.73,25.89,393.96
"Pink Mountain","Jul","min",2.15,-1.51,3.31,0,808.85,26.75,-5.83,1.16,277.28,6.24,44.68
"Pink Mountain","Jul","obs_na",100,103,101,62,70,100,100,124,272,124,31
"Pink Mountain","Aug","mean",9.5,6.8,12.58,2.06,820.75,69.59,3.68,4.09,8.38,14.11,206.88
"Pink Mountain","Aug","max",18.94,17.11,22.99,31.4,834.96,100,10.11,9.34,89.03,27.87,341.61
"Pink Mountain","Aug","min",-0.72,-1.93,0,0,799.67,31.62,-3.41,0.57,274.88,4.95,35.67
"Pink Mountain","Aug","obs_na",104,101,105,62,38,104,104,116,240,116,31
"Pink Mountain","Sep","mean",4.1,1.69,6.97,0.78,817.95,72.77,-0.86,4.74,7.9,15.12,136.62
"Pink Mountain","Sep","max",20.09,17.15,23.47,22.6,831.28,100,7.28,10.52,87.85,27.65,248.38
"Pink Mountain","Sep","min",-9.14,-10.9,-6.77,0,796.13,21,-10.38,0,277.1,0,20.4
"Pink Mountain","Sep","obs_na",60,59,60,27,39,60,60,77,231,77,13
"Pink Mountain","Oct","mean",-2.47,-4.65,-0.08,0.25,814.7,77.36,-6.29,4.42,18.02,14.5,77.48
"Pink Mountain","Oct","max",13.91,12.16,16,9.8,832.01,99.99,4.8,10.93,83.93,33.88,169.93
"Pink Mountain","Oct","min",-21.05,-22.22,-19.42,0,794.38,24.28,-22.99,0,272.02,0,9.88
"Pink Mountain","Oct","obs_na",26,26,26,26,31,26,26,93,279,93,0
"Pink Mountain","Nov","mean",-8.93,-11.53,-6.44,0.08,809.8,76.38,-12.83,5.24,7.55,15.74,36.36
"Pink Mountain","Nov","max",2.82,0.77,5.92,3.6,829,98.57,0.56,11.5,70.48,31.98,85.61
"Pink Mountain","Nov","min",-27.98,-31.29,-24.99,0,788.45,18.28,-30.73,0,270.43,0,8.48
"Pink Mountain","Nov","obs_na",15,15,17,30,30,15,15,90,270,90,0
"Pink Mountain","Dec","mean",-11.75,-14.51,-8.76,0.19,810.59,73.43,-15.99,5.67,3.88,17.78,22.12
"Pink Mountain","Dec","max",3.77,2.4,5.39,11.4,835.8,93.91,-1.79,12.02,77.74,34.64,49.09
"Pink Mountain","Dec","min",-30.27,-31.29,-27.06,0,792.4,13.33,-34.76,0,277.98,0,4.2
"Pink Mountain","Dec","obs_na",40,39,41,43,43,40,40,105,279,105,12
"Saxton Lake","Jan","mean",-7.82,-13.23,-3.51,0.82,928.66,88.48,-9.48,1.3,342.79,6.07,30.78
"Saxton Lake","Jan","max",5.63,4.15,9.03,15.4,949.13,100,2.4,5.01,89.8,23.93,80.09
"Saxton Lake","Jan","min",-36.05,-43.24,-27.06,0,892.74,55.1,-40.3,0,270.03,0.19,4.25
"Saxton Lake","Jan","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Saxton Lake","Feb","mean",-7.42,-14.19,-1.47,0.68,928.42,84.44,-9.81,1.29,347.6,6.08,71.15
"Saxton Lake","Feb","max",7.51,2.89,12.55,15.6,952.27,100,3.8,4.75,89.91,16.33,153.28
"Saxton Lake","Feb","min",-30.81,-39.58,-18.76,0,901.9,45.2,-34,0.1,270.07,1.67,11.86
"Saxton Lake","Feb","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Saxton Lake","Mar","mean",-2.58,-9.91,3.84,0.68,925.49,75.33,-6.94,1.53,350.94,7.39,130.94
"Saxton Lake","Mar","max",7.49,3.31,17.52,13.6,945.09,100,5.2,5.02,89.33,18.18,246.7
"Saxton Lake","Mar","min",-25.67,-41.33,-17.35,0,897.25,36.7,-34.2,0.32,271.6,2.23,20.93
"Saxton Lake","Mar","obs_na",0,0,0,0,0,3,3,0,0,0,0
"Saxton Lake","Apr","mean",2.89,-3.65,9.01,0.83,927.23,71.37,-2.66,1.68,358.1,8.02,195.51
"Saxton Lake","Apr","max",15.79,8.23,25.56,31.2,942.06,100,7.7,4.36,89.85,16.33,315.94
"Saxton Lake","Apr","min",-8.19,-21.79,-4.33,0,907.79,44.1,-17.4,0.57,270.02,3.34,44.79
"Saxton Lake","Apr","obs_na",0,0,0,0,0,3,3,1,0,0,0
"Saxton Lake","May","mean",9.71,2.37,16.16,1.12,928.82,67.63,2.69,1.74,1.54,7.94,250.04
"Saxton Lake","May","max",18.35,11.38,28.31,19.4,942.74,98.8,11.7,5.36,89.81,17.81,383.59
"Saxton Lake","May","min",1.13,-6.81,2.89,0,911.26,38.7,-8.8,0.73,270.01,3.71,62.96
"Saxton Lake","May","obs_na",0,0,0,0,0,7,7,0,0,0,0
"Saxton Lake","Jun","mean",13.01,5.82,19.03,1.57,927.89,69.49,6.62,1.92,8.06,8.02,271.03
"Saxton Lake","Jun","max",20.41,13.32,31.93,28.2,939.23,100,14.3,5.88,89.14,17.44,401.4
"Saxton Lake","Jun","min",5.19,-1.51,7.03,0,913.54,46.2,-1.6,0.13,271.13,3.34,64.89
"Saxton Lake","Jun","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Saxton Lake","Jul","mean",15.58,7.74,22.27,1.36,930.13,70.55,9.25,1.77,2.83,7.57,263.85
"Saxton Lake","Jul","max",23.07,15.62,33.59,32.6,941.32,100,14.3,5.66,89.26,19.48,411.34
"Saxton Lake","Jul","min",8.65,-1.51,11.77,0,919.89,41.9,1.3,0.22,270.13,2.78,66.83
"Saxton Lake","Jul","obs_na",1,1,0,0,0,1,1,0,0,0,0
"Saxton Lake","Aug","mean",14.43,6.03,21.82,1.16,929.14,73.7,8.78,1.48,359.12,6.99,212.6
"Saxton Lake","Aug","max",21.58,15.23,32.76,30.6,941.53,98.4,14.7,4.25,89.79,17.25,329.83
"Saxton Lake","Aug","min",7.01,-1.97,9.42,0,913.46,46.8,2.6,0.15,270.08,2.97,44.48
"Saxton Lake","Aug","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Saxton Lake","Sep","mean",9.16,1.67,16.45,1.4,929.16,80.73,5.34,1.37,354.22,6.52,147.35
"Saxton Lake","Sep","max",17.12,10.6,29.1,19,945.11,100,13.3,4.07,89.91,17.44,256.04
"Saxton Lake","Sep","min",0.3,-9.46,4.57,0,903.38,56.9,-5.3,0,270.33,0,29.05
"Saxton Lake","Sep","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Saxton Lake","Oct","mean",3.62,-1.51,8.76,1.57,927.73,84.16,0.77,1.41,350.76,6.77,74.84
"Saxton Lake","Oct","max",15.79,12.16,24.79,28.6,945.72,100,9.9,5.06,89.63,17.44,166.96
"Saxton Lake","Oct","min",-17.55,-26.11,-7.33,0,905.3,40.7,-20.1,0,270.49,0,9
"Saxton Lake","Oct","obs_na",0,0,0,0,0,0,0,0,0,0,0
"Saxton Lake","Nov","mean",-3.11,-7.88,0.7,1.15,926.23,88.54,-4.91,1.38,342.42,6.66,35.93
"Saxton Lake","Nov","max",10.81,9.03,17.14,17,948.6,100,6.6,5.31,89.85,15.59,100.51
"Saxton Lake","Nov","min",-26.65,-35.05,-18.05,0,901.64,45.2,-29,0,270.02,0,5.93
"Saxton Lake","Nov","obs_na",0,0,0,0,0,0,0,25,0,19,0
"Saxton Lake","Dec","mean",-9.67,-15.37,-5.23,0.54,928.66,88.83,-11.22,1.2,341,5.56,24.5
"Saxton Lake","Dec","max",6.17,3.74,10.6,35.8,958.25,100,3,5.56,89.08,17.07,56.39
"Saxton Lake","Dec","min",-35.01,-41.33,-24.29,0,902.56,57.9,-38.4,0,270.08,0,4.73
"Saxton Lake","Dec","obs_na",0,0,0,0,0,0,0,6,0,0,0
"Thompson","Jan","mean",-7.35,-10.44,-4.04,0.81,910.05,88.1,-9.05,0.91,345.18,4.73,27.85
"Thompson","Jan","max",4.17,1.67,9.71,29.6,929.8,100,2.08,4.5,89.9,16.9,78.6
"Thompson","Jan","min",-31.63,-36.46,-26.11,0,875,63.7,-35.76,0,270.7,0,3.5
"Thompson","Jan","obs_na",62,62,62,62,62,62,62,69,98,69,62
"Thompson","Feb","mean",-5.58,-9.66,-0.93,0.62,910.95,80.81,-8.59,0.98,350.06,5.17,66.41
"Thompson","Feb","max",4.63,2.03,10.21,21.4,930.9,100,1.71,4,88.7,16.7,160.3
"Thompson","Feb","min",-22.77,-28.79,-20.69,0,884.4,47.4,-27.94,0,270.2,0.2,7.7
"Thompson","Feb","obs_na",56,56,56,56,56,56,56,56,84,56,56
"Thompson","Mar","mean",-1.35,-5.93,3.63,0.62,907.45,70.11,-6.65,1.46,345.99,7.4,125.42
"Thompson","Mar","max",9.9,2.98,21.33,8.6,928.2,99.9,1.81,4.6,89.6,18.6,234.3
"Thompson","Mar","min",-22.67,-28.92,-17.9,0,879.1,40,-29.55,0,270.1,2,23.3
"Thompson","Mar","obs_na",62,62,62,91,62,62,62,62,93,62,62
"Thompson","Apr","mean",2.87,-2.16,8.18,0.79,910.72,65.04,-3.88,1.42,354.31,7.34,186.03
"Thompson","Apr","max",11.77,5.4,21.58,14.2,926,100,6.07,4.2,89.7,19.7,323.8
"Thompson","Apr","min",-7.71,-15.55,-3.87,0,889,31,-18.27,0,271.2,0.2,43.2
"Thompson","Apr","obs_na",60,60,60,90,60,60,60,60,90,60,60
"Thompson","May","mean",8.73,2.6,14.59,1.3,913.16,61.44,0.58,1.42,2.88,7.07,226.67
"Thompson","May","max",19,10.99,27.12,34.6,923.9,100,10.12,3.5,89.4,14.8,364.5
"Thompson","May","min",0.87,-4.74,2.4,0,893.9,27.3,-8.85,0,270.1,0,25.9
"Thompson","May","obs_na",62,62,62,93,62,62,62,62,93,62,62
"Thompson","Jun","mean",11.96,5.96,17.69,1.02,912.89,62.23,4.04,1.4,9.2,7.11,244.38
"Thompson","Jun","max",23.52,14.09,31.59,19.4,924.8,100,11.52,3.5,88.8,13.2,401.9
"Thompson","Jun","min",5.65,-1.16,8.23,0,895.9,35.4,-4.37,0,270.7,0,63.5
"Thompson","Jun","obs_na",70,70,70,83,70,70,70,70,75,70,70
"Thompson","Jul","mean",15.22,8.84,21.37,1.11,915.67,62.04,7,1.28,4.72,6.75,254.83
"Thompson","Jul","max",24.9,18.28,34.26,38.8,927.4,99.6,13.55,4.2,89.6,13.9,376.1
"Thompson","Jul","min",8.1,1.7,9.42,0,904.6,31.6,-0.88,0,270.3,0,43.2
"Thompson","Jul","obs_na",93,93,93,93,93,93,93,93,112,93,93
"Thompson","Aug","mean",14.62,8.36,20.9,0.83,914.16,63.51,6.77,1.29,9.57,6.82,202.73
"Thompson","Aug","max",22.71,15.61,31.23,16.8,927.2,100,12.22,3.9,89.9,13.4,337.5
"Thompson","Aug","min",5.52,1.17,8.37,0,896.7,35.3,0.45,0,270.1,0,49.6
"Thompson","Aug","obs_na",78,78,77,78,78,78,78,78,109,78,78
"Thompson","Sep","mean",9.18,4.01,15.01,1.18,913.52,74.09,4.17,1.23,2.19,6.62,134.37
"Thompson","Sep","max",19.21,13.32,29.02,21.6,924.1,99.7,10.96,3.5,89.3,14.7,258.8
"Thompson","Sep","min",-0.31,-5.57,0.33,0,897.3,45.4,-7.33,0,270.6,1,27.3
"Thompson","Sep","obs_na",50,50,49,49,49,49,49,49,79,49,50
"Thompson","Oct","mean",3.3,-0.08,7.44,1.38,910.76,82.84,0.36,1.23,352.11,6.43,69.76
"Thompson","Oct","max",14.24,10.35,22.23,34.8,929.5,100,9.96,4.6,89.6,19.1,166.5
"Thompson","Oct","min",-8.28,-10.01,-6.82,0,888,52.7,-13.98,0,271.2,0.9,5.4
"Thompson","Oct","obs_na",37,37,36,36,36,36,37,36,67,36,36
"Thompson","Nov","mean",-3.09,-5.89,0.09,0.93,908.41,88.25,-4.87,1.08,350.05,5.79,35.22
"Thompson","Nov","max",5.98,3.31,12.49,23,930.4,100,5.25,3.8,90,17.8,92.6
"Thompson","Nov","min",-22.38,-27.06,-17.36,0,883.5,64.3,-24.72,0,271,0.2,3.7
"Thompson","Nov","obs_na",47,46,47,47,47,47,47,58,77,58,47
"Thompson","Dec","mean",-9.14,-12.28,-5.92,0.16,911.21,89.13,-10.65,0.79,345.78,4.28,21.92
"Thompson","Dec","max",2.63,0.73,6.62,19.4,940.1,100,1.7,4.1,89.6,17.1,65.3
"Thompson","Dec","min",-28.6,-32.91,-20.74,0,883.2,65.6,-31.33,0,270.1,0,4.1
"Thompson","Dec","obs_na",62,62,62,62,62,62,62,83,93,73,62
"Willow-Bowron","Jan","mean",-6.29,-10.42,-2.64,0.74,944.3,88.24,-8.03,0.27,357.55,3.04,11.72
"Willow-Bowron","Jan","max",6.68,5.39,8.63,21,965.86,100,4.33,1.25,89.97,9.09,30.87
"Willow-Bowron","Jan","min",-31.28,-35.05,-26.1,0,908.1,53.35,-34.43,0,270.48,0,2.58
"Willow-Bowron","Jan","obs_na",62,62,62,62,62,62,62,127,176,108,62
"Willow-Bowron","Feb","mean",-4.41,-9.04,0.36,0.8,944.5,87.92,-6.34,0.18,359.46,2.87,27.52
"Willow-Bowron","Feb","max",8.47,3.41,13.28,19.6,964.7,100,4.48,1.31,89.98,8.53,70.66
"Willow-Bowron","Feb","min",-24.98,-33.38,-18.05,0,917.95,45.96,-27,0,272.01,0,2.64
"Willow-Bowron","Feb","obs_na",56,56,56,56,56,56,56,114,178,112,56
"Willow-Bowron","Mar","mean",-0.18,-5.97,5.83,0.9,941.54,77.9,-4.32,0.18,7.71,3.11,62.54
"Willow-Bowron","Mar","max",9.3,5.4,20.77,15.6,961.1,100,6.72,1.14,89.73,7.79,171.56
"Willow-Bowron","Mar","min",-23.55,-35.05,-13.48,0,912.7,39.69,-30.6,0,271.06,0,10.4
"Willow-Bowron","Mar","obs_na",62,62,62,62,62,62,62,93,186,93,62
"Willow-Bowron","Apr","mean",4.31,-2.3,11.11,1.13,943.37,71.64,-1.62,0.21,1.6,3.43,109.08
"Willow-Bowron","Apr","max",16.88,7.59,25.91,24,958.15,100,8.25,1.11,88.5,8.05,256.71
"Willow-Bowron","Apr","min",-5.66,-12.23,-1.97,0,923.7,35.58,-17.5,0,270.83,1.01,29.58
"Willow-Bowron","Apr","obs_na",60,60,60,60,60,60,60,90,180,90,60
"Willow-Bowron","May","mean",10.3,2.18,17.91,1.26,944.58,69.52,3.47,0.2,0.8,3.3,171.71
"Willow-Bowron","May","max",19.26,11.18,29.82,20.2,958.43,100,11.58,0.79,88.45,7.05,324.73
"Willow-Bowron","May","min",2.2,-6.3,4.15,0,926.38,37.06,-7.75,0,270.08,1.51,50.62
"Willow-Bowron","May","obs_na",75,75,75,50,50,75,75,120,159,93,66
"Willow-Bowron","Jun","mean",13.56,5.91,20.92,1.59,943.72,73.02,7.55,0.16,9.15,3.12,194.47
"Willow-Bowron","Jun","max",21.2,13.7,32.82,29.8,955.62,100,15.05,0.76,88.61,6.54,306.09
"Willow-Bowron","Jun","min",5.89,-1.51,7.62,0,928.94,43.95,-1.09,0,270.33,1.11,42.49
"Willow-Bowron","Jun","obs_na",52,52,50,28,28,51,51,92,122,62,59
"Willow-Bowron","Jul","mean",15.83,8.33,23.67,1.45,945.8,76.75,10.51,0.1,3.97,2.68,183.21
"Willow-Bowron","Jul","max",22.89,14.51,35.27,27.2,957.15,100,15.77,0.69,88.15,5.2,305.88
"Willow-Bowron","Jul","min",9.35,-0.15,10.2,0,935.77,42.81,2.39,0,270.33,0,44.37
"Willow-Bowron","Jul","obs_na",31,31,31,31,31,31,31,87,126,56,32
"Willow-Bowron","Aug","mean",14.88,7.52,23.17,1.26,944.85,78.46,10.06,0.09,10.96,2.52,127.8
"Willow-Bowron","Aug","max",21.63,15.62,34.2,28,957.14,100,16.12,0.42,89.8,5.94,279.16
"Willow-Bowron","Aug","min",7.75,0.29,10.21,0,929.52,50.1,2.13,0,270.17,0,30.1
"Willow-Bowron","Aug","obs_na",31,31,31,59,31,31,31,93,155,62,31
"Willow-Bowron","Sep","mean",9.84,3.69,17.36,1.34,945.22,84.61,6.72,0.11,8.96,2.68,73.47
